user_id,recency,frequency,monetary,segment,color
75,100,3,1698.55,At-Risk,#BA7517
76,58,2,1622.9499999999998,At-Risk,#BA7517
77,197,1,41.67,New Customers,#7F77DD
78,100,3,381.54999999999995,At-Risk,#BA7517
79,145,2,281.86,New Customers,#7F77DD
80,52,5,994.9200000000001,At-Risk,#BA7517
81,41,2,469.68,At-Risk,#BA7517
82,48,6,1834.13,At-Risk,#BA7517
83,40,8,1771.3300000000002,At-Risk,#BA7517
84,301,1,280.71,New Customers,#7F77DD
85,127,1,53.72,At-Risk,#BA7517
86,15,5,649.95,At-Risk,#BA7517
87,112,3,682.36,At-Risk,#BA7517
88,23,12,2573.15,At-Risk,#BA7517
89,142,1,235.74,New Customers,#7F77DD
90,106,1,201.38,At-Risk,#BA7517
91,37,1,46.58,At-Risk,#BA7517
92,91,3,986.01,At-Risk,#BA7517
93,69,3,600.0899999999999,At-Risk,#BA7517
94,80,3,202.58,At-Risk,#BA7517
95,142,1,1166.7,New Customers,#7F77DD
97,14,5,1388.97,At-Risk,#BA7517
98,31,6,956.1800000000001,At-Risk,#BA7517
99,39,3,820.82,At-Risk,#BA7517
100,51,2,392.84000000000003,At-Risk,#BA7517
102,37,6,1223.36,At-Risk,#BA7517
103,76,2,273.68,At-Risk,#BA7517
104,182,1,119.48,New Customers,#7F77DD
105,37,2,218.72,At-Risk,#BA7517
106,158,2,289.84000000000003,New Customers,#7F77DD
107,313,1,51.38,New Customers,#7F77DD
108,12,13,1466.37,At-Risk,#BA7517
109,2,87,17070.06,Loyal Customers,#1D9E75
110,324,1,468.99,New Customers,#7F77DD
111,6,14,2089.23,At-Risk,#BA7517
112,67,5,1711.05,At-Risk,#BA7517
113,29,3,411.56,At-Risk,#BA7517
114,160,5,1963.6100000000001,New Customers,#7F77DD
115,152,1,131.4,New Customers,#7F77DD
116,26,1,79.52,At-Risk,#BA7517
117,41,3,684.8299999999999,At-Risk,#BA7517
118,28,2,867.56,At-Risk,#BA7517
119,63,1,656.13,At-Risk,#BA7517
124,129,2,311.0,At-Risk,#BA7517
125,338,1,44.45,New Customers,#7F77DD
126,77,1,187.96,At-Risk,#BA7517
127,197,2,720.8100000000001,New Customers,#7F77DD
128,105,9,1587.1599999999999,At-Risk,#BA7517
129,309,1,102.75,New Customers,#7F77DD
130,196,2,447.52,New Customers,#7F77DD
131,289,1,78.88,New Customers,#7F77DD
132,20,3,804.27,At-Risk,#BA7517
133,12,6,1304.73,At-Risk,#BA7517
136,226,1,73.33,New Customers,#7F77DD
138,206,2,511.84,New Customers,#7F77DD
139,20,9,1489.84,At-Risk,#BA7517
140,358,1,174.15,New Customers,#7F77DD
141,28,6,1149.1399999999999,At-Risk,#BA7517
142,277,1,35.87,New Customers,#7F77DD
143,287,1,127.04,New Customers,#7F77DD
144,108,5,1176.49,At-Risk,#BA7517
145,170,2,760.14,New Customers,#7F77DD
146,171,1,139.9,New Customers,#7F77DD
147,9,5,607.68,At-Risk,#BA7517
149,42,1,290.9,At-Risk,#BA7517
150,3,5,1077.55,At-Risk,#BA7517
152,60,10,1953.23,At-Risk,#BA7517
153,52,8,840.99,At-Risk,#BA7517
154,154,1,78.65,New Customers,#7F77DD
155,40,3,378.39,At-Risk,#BA7517
156,104,1,347.96,At-Risk,#BA7517
157,21,11,1730.43,At-Risk,#BA7517
158,265,2,889.45,New Customers,#7F77DD
159,150,2,583.98,New Customers,#7F77DD
161,109,1,44.42,At-Risk,#BA7517
162,247,2,245.54000000000002,New Customers,#7F77DD
163,336,1,82.71,New Customers,#7F77DD
164,40,2,293.81,At-Risk,#BA7517
165,10,2,313.78999999999996,At-Risk,#BA7517
166,44,3,565.57,At-Risk,#BA7517
167,111,1,190.98,At-Risk,#BA7517
169,5,4,378.01,At-Risk,#BA7517
170,123,1,519.0,At-Risk,#BA7517
171,86,1,170.05,At-Risk,#BA7517
172,20,5,1397.74,At-Risk,#BA7517
173,49,2,270.1,At-Risk,#BA7517
174,218,1,35.16,New Customers,#7F77DD
177,110,2,196.72,At-Risk,#BA7517
178,227,1,142.97,New Customers,#7F77DD
179,183,1,582.96,New Customers,#7F77DD
180,27,13,3098.94,At-Risk,#BA7517
181,12,1,137.45,At-Risk,#BA7517
182,97,2,380.72999999999996,At-Risk,#BA7517
183,211,1,149.04,New Customers,#7F77DD
184,12,10,2144.04,At-Risk,#BA7517
185,131,2,361.55,New Customers,#7F77DD
186,58,14,2718.51,At-Risk,#BA7517
188,49,1,220.23,At-Risk,#BA7517
189,56,1,68.2,At-Risk,#BA7517
190,17,6,2057.56,At-Risk,#BA7517
191,189,1,469.52,New Customers,#7F77DD
192,151,1,833.08,New Customers,#7F77DD
193,10,7,654.41,At-Risk,#BA7517
195,63,2,368.17,At-Risk,#BA7517
196,103,2,251.79,At-Risk,#BA7517
197,15,4,461.77,At-Risk,#BA7517
199,33,13,1970.3500000000001,At-Risk,#BA7517
200,123,5,605.6800000000001,At-Risk,#BA7517
201,41,1,121.9,At-Risk,#BA7517
202,212,2,206.38,New Customers,#7F77DD
203,3,4,856.9399999999999,At-Risk,#BA7517
204,162,2,411.98,New Customers,#7F77DD
205,204,2,158.43,New Customers,#7F77DD
206,202,2,521.2,New Customers,#7F77DD
207,1,17,2866.98,At-Risk,#BA7517
208,81,3,448.21,At-Risk,#BA7517
210,176,1,118.63,New Customers,#7F77DD
211,62,11,4826.7989240495435,At-Risk,#BA7517
212,112,2,291.82000000000005,At-Risk,#BA7517
213,82,7,1870.74,At-Risk,#BA7517
214,78,1,110.39,At-Risk,#BA7517
215,192,2,539.65,New Customers,#7F77DD
216,177,3,535.6800000000001,New Customers,#7F77DD
217,28,14,3739.24,At-Risk,#BA7517
218,9,3,984.46,At-Risk,#BA7517
219,30,5,1079.28,At-Risk,#BA7517
220,318,1,423.4,New Customers,#7F77DD
221,45,5,1248.5610098404807,At-Risk,#BA7517
222,252,1,27.01,New Customers,#7F77DD
223,31,4,436.09000000000003,At-Risk,#BA7517
224,73,4,610.25,At-Risk,#BA7517
225,45,2,572.34,At-Risk,#BA7517
226,56,6,974.0699999999999,At-Risk,#BA7517
227,8,11,1928.8600000000001,At-Risk,#BA7517
228,29,5,1006.67,At-Risk,#BA7517
230,46,2,360.64,At-Risk,#BA7517
231,17,5,850.66,At-Risk,#BA7517
233,85,10,1572.75,At-Risk,#BA7517
234,1,3,512.41,At-Risk,#BA7517
235,106,1,231.51,At-Risk,#BA7517
236,192,3,279.47,New Customers,#7F77DD
238,106,3,380.14,At-Risk,#BA7517
240,86,1,203.22,At-Risk,#BA7517
242,33,9,1783.61,At-Risk,#BA7517
243,2,11,1658.44,At-Risk,#BA7517
244,99,7,815.12,At-Risk,#BA7517
245,20,2,266.51,At-Risk,#BA7517
246,97,7,1690.57,At-Risk,#BA7517
247,205,1,136.74,New Customers,#7F77DD
248,28,3,246.72,At-Risk,#BA7517
249,57,1,172.02,At-Risk,#BA7517
250,257,1,236.04,New Customers,#7F77DD
251,332,1,105.54,New Customers,#7F77DD
252,26,3,377.45,At-Risk,#BA7517
253,63,4,518.13,At-Risk,#BA7517
254,60,3,1050.1399999999999,At-Risk,#BA7517
255,3,2,739.4000000000001,At-Risk,#BA7517
256,160,2,738.48,New Customers,#7F77DD
257,40,9,2080.52,At-Risk,#BA7517
258,45,3,1203.1100000000001,At-Risk,#BA7517
259,1,7,1072.1100000000001,At-Risk,#BA7517
260,81,2,292.89,At-Risk,#BA7517
261,118,5,1181.1599999999999,At-Risk,#BA7517
263,39,2,254.8,At-Risk,#BA7517
264,136,2,994.71,New Customers,#7F77DD
265,289,1,278.97,New Customers,#7F77DD
266,56,4,378.18,At-Risk,#BA7517
267,58,1,77.2,At-Risk,#BA7517
268,350,1,91.21,New Customers,#7F77DD
269,23,4,1035.03,At-Risk,#BA7517
270,21,1,680.48,At-Risk,#BA7517
271,343,1,80.16,New Customers,#7F77DD
272,173,2,245.79000000000002,New Customers,#7F77DD
273,276,1,674.44,New Customers,#7F77DD
274,279,1,79.42,New Customers,#7F77DD
275,1,1,99.51,At-Risk,#BA7517
276,131,3,353.79,At-Risk,#BA7517
278,4,1,47.92,At-Risk,#BA7517
279,2,3,923.87,At-Risk,#BA7517
280,90,1,118.88,At-Risk,#BA7517
282,213,2,327.67,New Customers,#7F77DD
283,19,3,838.6899999999999,At-Risk,#BA7517
288,22,2,617.6600000000001,At-Risk,#BA7517
289,219,1,184.1,New Customers,#7F77DD
290,156,2,343.46,New Customers,#7F77DD
292,7,4,1841.68,At-Risk,#BA7517
293,53,5,1256.3600000000001,At-Risk,#BA7517
294,144,2,153.86,New Customers,#7F77DD
295,95,5,2149.92,At-Risk,#BA7517
296,56,5,1949.95,At-Risk,#BA7517
297,177,2,204.01,New Customers,#7F77DD
298,117,2,424.27,At-Risk,#BA7517
299,84,2,158.72,At-Risk,#BA7517
300,14,5,730.6899999999999,At-Risk,#BA7517
303,31,5,1602.2800000000002,At-Risk,#BA7517
304,61,2,229.59,At-Risk,#BA7517
306,17,2,362.7,At-Risk,#BA7517
307,342,1,262.56,New Customers,#7F77DD
308,34,1,221.83,At-Risk,#BA7517
309,22,3,278.15,At-Risk,#BA7517
310,8,3,712.18,At-Risk,#BA7517
312,116,2,182.28,At-Risk,#BA7517
313,55,1,55.66,At-Risk,#BA7517
314,32,2,270.42,At-Risk,#BA7517
315,37,6,1330.47,At-Risk,#BA7517
316,122,5,1125.1499999999999,At-Risk,#BA7517
317,56,2,110.27000000000001,At-Risk,#BA7517
319,1,3,208.06,At-Risk,#BA7517
320,34,1,358.89,At-Risk,#BA7517
321,116,4,377.93,At-Risk,#BA7517
322,29,2,470.44,At-Risk,#BA7517
323,161,1,161.55,New Customers,#7F77DD
324,13,2,172.27,At-Risk,#BA7517
325,9,10,2476.88,At-Risk,#BA7517
327,42,4,759.65,At-Risk,#BA7517
328,21,1,298.98,At-Risk,#BA7517
329,187,2,499.97999999999996,New Customers,#7F77DD
330,96,2,126.67,At-Risk,#BA7517
331,26,1,259.17,At-Risk,#BA7517
332,148,3,1266.47,New Customers,#7F77DD
333,70,2,283.28,At-Risk,#BA7517
334,105,1,212.26,At-Risk,#BA7517
335,110,2,181.11,At-Risk,#BA7517
336,284,1,62.74,New Customers,#7F77DD
337,14,14,2072.14,At-Risk,#BA7517
338,335,1,194.9,New Customers,#7F77DD
339,87,1,682.64,At-Risk,#BA7517
340,68,1,1887.7229377902404,At-Risk,#BA7517
341,8,5,743.12,At-Risk,#BA7517
342,110,1,123.62,At-Risk,#BA7517
343,40,3,453.88,At-Risk,#BA7517
345,329,1,122.34,New Customers,#7F77DD
346,4,13,2655.04,At-Risk,#BA7517
347,234,2,337.68,New Customers,#7F77DD
350,173,1,203.16,New Customers,#7F77DD
351,113,1,292.14,At-Risk,#BA7517
353,91,2,471.08000000000004,At-Risk,#BA7517
354,148,2,253.38,New Customers,#7F77DD
356,11,3,1219.23,At-Risk,#BA7517
357,23,9,1698.15,At-Risk,#BA7517
358,72,3,568.23,At-Risk,#BA7517
359,68,1,92.62,At-Risk,#BA7517
361,54,1,232.96,At-Risk,#BA7517
363,26,2,389.13,At-Risk,#BA7517
364,93,1,64.94,At-Risk,#BA7517
365,104,6,798.35,At-Risk,#BA7517
366,154,5,535.06,New Customers,#7F77DD
368,154,4,509.64,New Customers,#7F77DD
369,28,3,974.88,At-Risk,#BA7517
370,71,7,1311.34,At-Risk,#BA7517
372,53,4,973.18,At-Risk,#BA7517
373,24,14,3017.06,At-Risk,#BA7517
374,152,4,1109.43,New Customers,#7F77DD
375,279,1,190.24,New Customers,#7F77DD
376,18,2,247.57999999999998,At-Risk,#BA7517
377,54,4,1212.03,At-Risk,#BA7517
378,40,2,358.15,At-Risk,#BA7517
379,8,1,190.51,At-Risk,#BA7517
380,16,4,455.15999999999997,At-Risk,#BA7517
381,10,2,245.29000000000002,At-Risk,#BA7517
382,22,9,922.28,At-Risk,#BA7517
383,11,6,725.74,At-Risk,#BA7517
385,202,4,512.8299999999999,New Customers,#7F77DD
386,117,4,503.89,At-Risk,#BA7517
389,194,1,45.13,New Customers,#7F77DD
391,211,2,274.46000000000004,New Customers,#7F77DD
392,52,3,426.54999999999995,At-Risk,#BA7517
393,259,1,235.22,New Customers,#7F77DD
395,264,1,158.06,New Customers,#7F77DD
397,13,10,1132.52,At-Risk,#BA7517
398,201,3,575.24,New Customers,#7F77DD
399,233,2,480.05,New Customers,#7F77DD
400,80,1,63.94,At-Risk,#BA7517
401,30,4,1066.5,At-Risk,#BA7517
402,81,2,305.97,At-Risk,#BA7517
403,5,43,9197.17,At-Risk,#BA7517
404,74,2,400.86,At-Risk,#BA7517
405,205,1,153.42,New Customers,#7F77DD
406,8,2,229.84,At-Risk,#BA7517
407,296,2,260.33,New Customers,#7F77DD
408,32,3,291.28000000000003,At-Risk,#BA7517
409,8,2,348.0,At-Risk,#BA7517
410,23,5,1738.15,At-Risk,#BA7517
411,241,1,97.4,New Customers,#7F77DD
412,150,1,75.23,New Customers,#7F77DD
413,103,6,814.9300000000001,At-Risk,#BA7517
414,191,1,137.76,New Customers,#7F77DD
416,61,3,948.35,At-Risk,#BA7517
417,4,3,373.25,At-Risk,#BA7517
418,102,6,734.64,At-Risk,#BA7517
419,143,3,1077.65,New Customers,#7F77DD
420,103,1,107.8,At-Risk,#BA7517
421,71,3,443.02,At-Risk,#BA7517
422,69,3,546.09,At-Risk,#BA7517
423,156,1,259.06,New Customers,#7F77DD
424,7,19,3731.2400000000002,At-Risk,#BA7517
425,44,1,355.64,At-Risk,#BA7517
426,261,1,163.99,New Customers,#7F77DD
427,79,4,831.89,At-Risk,#BA7517
428,13,1,105.87,At-Risk,#BA7517
429,27,6,710.74,At-Risk,#BA7517
431,5,5,722.55,At-Risk,#BA7517
432,4,179,37731.47,Loyal Customers,#1D9E75
433,79,3,1022.5799999999999,At-Risk,#BA7517
434,227,2,616.24,New Customers,#7F77DD
435,90,5,859.85,At-Risk,#BA7517
436,34,3,259.95,At-Risk,#BA7517
438,133,1,68.65,New Customers,#7F77DD
439,364,1,130.2,New Customers,#7F77DD
440,9,8,1421.66,At-Risk,#BA7517
442,135,3,559.31,New Customers,#7F77DD
444,129,2,283.67,At-Risk,#BA7517
445,50,4,621.93,At-Risk,#BA7517
446,146,3,301.57,New Customers,#7F77DD
447,45,8,1661.86,At-Risk,#BA7517
448,57,2,343.78,At-Risk,#BA7517
449,193,2,245.2,New Customers,#7F77DD
450,3,3,364.96999999999997,At-Risk,#BA7517
453,23,3,553.9,At-Risk,#BA7517
454,256,1,71.85,New Customers,#7F77DD
455,27,18,2207.54,At-Risk,#BA7517
456,61,4,427.05,At-Risk,#BA7517
458,195,2,300.08000000000004,New Customers,#7F77DD
459,121,2,114.87,At-Risk,#BA7517
460,190,1,1073.45,New Customers,#7F77DD
461,206,1,210.89,New Customers,#7F77DD
462,128,2,239.01,At-Risk,#BA7517
463,78,1,89.02,At-Risk,#BA7517
464,70,1,56.23,At-Risk,#BA7517
465,82,4,530.51,At-Risk,#BA7517
466,139,3,236.88,New Customers,#7F77DD
467,87,3,936.3299999999999,At-Risk,#BA7517
468,163,4,765.94,New Customers,#7F77DD
469,265,1,126.44,New Customers,#7F77DD
470,149,3,751.61,New Customers,#7F77DD
471,29,2,199.61,At-Risk,#BA7517
472,148,1,197.34,New Customers,#7F77DD
473,9,2,538.1999999999999,At-Risk,#BA7517
474,182,2,264.05,New Customers,#7F77DD
475,18,4,526.72,At-Risk,#BA7517
476,340,1,77.53,New Customers,#7F77DD
477,186,1,154.05,New Customers,#7F77DD
478,223,1,108.32,New Customers,#7F77DD
479,181,1,611.76,New Customers,#7F77DD
480,292,1,222.97,New Customers,#7F77DD
482,168,2,474.00181880823015,New Customers,#7F77DD
483,202,4,439.72999999999996,New Customers,#7F77DD
484,180,1,232.06,New Customers,#7F77DD
485,10,4,495.02,At-Risk,#BA7517
486,5,13,2900.15,At-Risk,#BA7517
487,107,5,1145.2800000000002,At-Risk,#BA7517
489,57,4,1292.34,At-Risk,#BA7517
490,150,3,349.55,New Customers,#7F77DD
491,13,3,324.14,At-Risk,#BA7517
492,147,4,547.69,New Customers,#7F77DD
493,53,5,918.5,At-Risk,#BA7517
494,139,1,42.92,New Customers,#7F77DD
496,52,3,481.28999999999996,At-Risk,#BA7517
497,124,3,529.63,At-Risk,#BA7517
498,266,1,127.72,New Customers,#7F77DD
499,5,6,1108.3783342066192,At-Risk,#BA7517
500,133,3,618.2,New Customers,#7F77DD
501,2,1,129.92,At-Risk,#BA7517
502,199,5,1873.05,New Customers,#7F77DD
503,25,1,84.98,At-Risk,#BA7517
504,87,4,915.4100000000001,At-Risk,#BA7517
505,211,1,67.18,New Customers,#7F77DD
506,31,4,901.03,At-Risk,#BA7517
507,172,3,223.57999999999998,New Customers,#7F77DD
508,111,4,412.53,At-Risk,#BA7517
509,3,9,1550.46,At-Risk,#BA7517
510,210,1,147.38,New Customers,#7F77DD
512,1,25,5056.85,At-Risk,#BA7517
513,38,1,228.55,At-Risk,#BA7517
514,123,2,544.96,At-Risk,#BA7517
516,162,5,3696.5220906925974,New Customers,#7F77DD
517,58,2,746.1,At-Risk,#BA7517
518,209,1,56.05,New Customers,#7F77DD
519,44,3,659.44,At-Risk,#BA7517
521,56,6,558.15,At-Risk,#BA7517
522,243,2,128.76999999999998,New Customers,#7F77DD
523,29,5,1036.5,At-Risk,#BA7517
524,307,1,124.42,New Customers,#7F77DD
525,132,3,270.47,New Customers,#7F77DD
526,104,1,47.07,At-Risk,#BA7517
527,112,3,486.59000000000003,At-Risk,#BA7517
528,7,3,180.84,At-Risk,#BA7517
530,15,1,72.96,At-Risk,#BA7517
531,70,2,313.64,At-Risk,#BA7517
533,215,1,93.62,New Customers,#7F77DD
535,40,2,336.53,At-Risk,#BA7517
536,248,1,154.51,New Customers,#7F77DD
537,79,1,257.75,At-Risk,#BA7517
538,251,2,320.55999999999995,New Customers,#7F77DD
539,46,2,425.35999999999996,At-Risk,#BA7517
540,20,5,680.45,At-Risk,#BA7517
541,203,3,703.12,New Customers,#7F77DD
542,19,10,2144.7,At-Risk,#BA7517
543,49,2,142.37,At-Risk,#BA7517
544,78,2,159.64999999999998,At-Risk,#BA7517
546,160,3,227.06,New Customers,#7F77DD
547,45,5,672.02,At-Risk,#BA7517
548,13,1,120.6,At-Risk,#BA7517
549,24,20,4406.75,At-Risk,#BA7517
550,65,4,512.62,At-Risk,#BA7517
551,13,1,49.61,At-Risk,#BA7517
553,59,4,1141.94,At-Risk,#BA7517
556,283,2,130.79000000000002,New Customers,#7F77DD
557,110,2,868.12,At-Risk,#BA7517
558,23,1,591.75,At-Risk,#BA7517
559,201,2,616.47,New Customers,#7F77DD
560,232,1,81.14,New Customers,#7F77DD
561,196,1,74.75,New Customers,#7F77DD
562,48,1,126.74,At-Risk,#BA7517
563,268,1,97.32,New Customers,#7F77DD
564,113,4,763.24,At-Risk,#BA7517
565,313,3,435.4,New Customers,#7F77DD
566,40,9,2944.89,At-Risk,#BA7517
567,21,10,1475.85,At-Risk,#BA7517
568,43,4,658.72,At-Risk,#BA7517
569,114,2,255.16,At-Risk,#BA7517
570,154,3,1164.21,New Customers,#7F77DD
571,168,2,124.49000000000001,New Customers,#7F77DD
572,103,2,89.58000000000001,At-Risk,#BA7517
573,312,1,211.95,New Customers,#7F77DD
574,201,1,114.72,New Customers,#7F77DD
575,141,2,95.0,New Customers,#7F77DD
576,58,2,860.8299999999999,At-Risk,#BA7517
577,268,1,111.72,New Customers,#7F77DD
578,140,1,89.05,New Customers,#7F77DD
579,9,9,1250.79,At-Risk,#BA7517
580,153,2,498.33,New Customers,#7F77DD
581,2,90,14376.22,Loyal Customers,#1D9E75
582,264,1,151.91,New Customers,#7F77DD
583,194,2,422.46000000000004,New Customers,#7F77DD
584,245,1,93.98,New Customers,#7F77DD
586,35,5,704.22,At-Risk,#BA7517
587,199,1,83.64,New Customers,#7F77DD
588,2,4,2219.6000000000004,At-Risk,#BA7517
589,27,3,495.99,At-Risk,#BA7517
590,14,9,1827.2,At-Risk,#BA7517
591,37,1,217.24,At-Risk,#BA7517
592,76,1,80.53,At-Risk,#BA7517
593,55,5,710.07,At-Risk,#BA7517
594,153,5,745.88,New Customers,#7F77DD
595,31,7,1190.13,At-Risk,#BA7517
596,257,1,175.2,New Customers,#7F77DD
597,36,2,1011.97,At-Risk,#BA7517
599,46,8,894.63,At-Risk,#BA7517
600,30,4,726.3,At-Risk,#BA7517
601,71,7,1590.17,At-Risk,#BA7517
602,64,3,480.57,At-Risk,#BA7517
603,188,1,283.36,New Customers,#7F77DD
604,157,3,617.62,New Customers,#7F77DD
605,56,4,978.6099999999999,At-Risk,#BA7517
606,125,1,158.1,At-Risk,#BA7517
607,63,11,1993.18,At-Risk,#BA7517
608,3,4,354.24,At-Risk,#BA7517
609,308,1,123.82,New Customers,#7F77DD
610,34,3,303.15,At-Risk,#BA7517
611,63,2,289.21999999999997,At-Risk,#BA7517
612,120,3,888.9499999999999,At-Risk,#BA7517
613,258,2,410.3,New Customers,#7F77DD
615,30,4,1027.4499999999998,At-Risk,#BA7517
616,55,6,1202.97,At-Risk,#BA7517
617,163,2,452.52,New Customers,#7F77DD
619,329,1,120.36,New Customers,#7F77DD
621,53,4,721.16,At-Risk,#BA7517
622,21,1,88.7,At-Risk,#BA7517
623,180,2,278.37,New Customers,#7F77DD
624,117,1,156.87,At-Risk,#BA7517
625,14,13,2140.2799999999997,At-Risk,#BA7517
626,196,2,167.82999999999998,New Customers,#7F77DD
627,129,3,296.47,At-Risk,#BA7517
628,1,3,495.25,At-Risk,#BA7517
629,28,11,1792.41,At-Risk,#BA7517
631,183,3,646.27,New Customers,#7F77DD
633,169,2,230.67000000000002,New Customers,#7F77DD
634,2,7,1130.75,At-Risk,#BA7517
635,49,4,396.36,At-Risk,#BA7517
636,42,7,709.94,At-Risk,#BA7517
637,169,2,113.32,New Customers,#7F77DD
638,345,1,177.35,New Customers,#7F77DD
639,111,1,194.58,At-Risk,#BA7517
640,109,2,252.34999999999997,At-Risk,#BA7517
642,25,1,330.12,At-Risk,#BA7517
643,5,25,4148.01,At-Risk,#BA7517
644,144,1,72.06,New Customers,#7F77DD
645,43,2,286.41,At-Risk,#BA7517
646,90,3,635.25,At-Risk,#BA7517
647,184,2,356.97,New Customers,#7F77DD
648,58,4,735.64,At-Risk,#BA7517
649,29,3,326.88,At-Risk,#BA7517
650,360,1,53.91,New Customers,#7F77DD
651,263,2,455.64,New Customers,#7F77DD
652,71,17,2449.2200000000003,At-Risk,#BA7517
653,265,1,184.92,New Customers,#7F77DD
654,80,5,1101.56,At-Risk,#BA7517
655,106,2,500.37,At-Risk,#BA7517
656,76,1,636.12,At-Risk,#BA7517
657,64,5,1604.45,At-Risk,#BA7517
659,104,1,69.79,At-Risk,#BA7517
660,14,9,2205.11,At-Risk,#BA7517
661,272,1,304.5,New Customers,#7F77DD
663,80,1,196.6,At-Risk,#BA7517
665,88,5,843.3,At-Risk,#BA7517
666,25,3,368.53,At-Risk,#BA7517
667,171,1,64.22,New Customers,#7F77DD
668,217,1,337.44,New Customers,#7F77DD
669,71,8,1108.22,At-Risk,#BA7517
670,79,1,520.8,At-Risk,#BA7517
671,55,4,727.5899999999999,At-Risk,#BA7517
672,115,4,400.83,At-Risk,#BA7517
673,4,3,716.79,At-Risk,#BA7517
674,164,2,509.76,New Customers,#7F77DD
675,272,3,661.64,New Customers,#7F77DD
676,101,1,81.78,At-Risk,#BA7517
678,30,1,34.96,At-Risk,#BA7517
680,18,14,3229.3,At-Risk,#BA7517
681,12,1,293.3,At-Risk,#BA7517
683,18,6,749.56,At-Risk,#BA7517
685,33,1,186.16,At-Risk,#BA7517
686,119,2,305.45,At-Risk,#BA7517
687,3,2,324.36,At-Risk,#BA7517
688,163,3,1562.5700000000002,New Customers,#7F77DD
689,366,1,968.4,New Customers,#7F77DD
690,8,4,366.27,At-Risk,#BA7517
692,127,4,852.15,At-Risk,#BA7517
693,98,5,951.45,At-Risk,#BA7517
694,62,1,72.65,At-Risk,#BA7517
695,64,2,177.95999999999998,At-Risk,#BA7517
696,181,2,528.9200000000001,New Customers,#7F77DD
697,10,5,1066.85,At-Risk,#BA7517
698,130,3,387.9,At-Risk,#BA7517
699,199,2,253.71,New Customers,#7F77DD
701,251,2,290.93,New Customers,#7F77DD
702,13,9,1722.75,At-Risk,#BA7517
703,100,2,838.3199999999999,At-Risk,#BA7517
704,7,3,638.06,At-Risk,#BA7517
707,62,5,1493.52,At-Risk,#BA7517
709,174,1,44.49,New Customers,#7F77DD
710,104,1,42.85,At-Risk,#BA7517
711,283,1,175.78,New Customers,#7F77DD
712,34,5,636.66,At-Risk,#BA7517
713,12,1,189.81,At-Risk,#BA7517
714,188,2,434.41,New Customers,#7F77DD
715,78,3,363.27000000000004,At-Risk,#BA7517
